,Название,ИНН,Адрес,ОКВЭД,Деятельность
370,"ЗПИФ комбинированный ""ДТ КАПИТАЛ""",7702526051,,,
371,"АО ""СПЕЦРЕМОНТ""",7704726232,,,
372,"ООО ""ОРЛОВСКИЕ ЧЕРНОЗЕМЫ""",5709004910,,,
373,"АО ""ЧУВАШСКАЯ ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ""",2128700232,,,
374,"ПАО ""РОССЕТИ ВОЛГА""",6450925977,,,
375,"ЗПИФ комбинированный ""Плавник""",7718581523,,,
376,"ПАО ""ТРАНСКОНТЕЙНЕР""",7708591995,,,
377,"ООО ""ГКС""",2315123296,,,
378,"ООО ""КДВ АГРОХОЛДИНГ""",7017302796,,,
379,"ПАО ""КОКС""",4205001274,,,
380,"АО ""ПОЛЕМА""",7105008070,,,
381,ПАО СБЕРБАНК,7707083893,,,
382,"ООО ""КВИЛЛИОН""",9709094492,,,
383,"ООО ""КТ УСАДЫ""",5009136654,,,
384,"ООО ""АИК-ИНВЕСТ""",7751246522,,,
385,ООО ВТБ ИНФРАСТРУКТУРНЫЙ ХОЛДИНГ,7703817046,,,
386,"ООО ""ПРОФЕССИОНАЛЬНЫЕ ФИНАНСОВЫЕ ТЕХНОЛОГИИ""",7743326238,,,
387,"ООО ""ПЛТ""",7703406198,,,
388,"ООО ""УБИРАТОР""",9715317764,,,
389,"ООО ""ДЕФЕНСУМ-ИНВЕСТ""",7713459135,,,
390,"ПАО ""УРАЛКУЗ""",7420000133,,,
391,"ООО ""ТЗК ПУЛКОВО""",7810393786,,,
392,"АО ""МСЗ""",5053005918,,,
393,АО ЧМЗ,1829008035,,,
394,"ООО ""АБР ДЕВЕЛОПМЕНТ""",7802923084,,,
395,"МК ООО ""ХОМО АУКТУС""",2540274313,,,
396,"АО ""РИЦ""",5753200537,,,
397,"ООО ""СБФ""",7801730315,,,
398,"ООО ""ППИТ-12""",7703824100,,,
399,"ООО ""БИЗНЕС-ФИНАНС""",7707572492,,,
400,УНИВЕРСИТЕТ ИТМО; НИУ ИТМО; ИТМО,7813045547,,,
401,"ООО ""ППИТ-15""",7703417369,,,
402,ПРАВИТЕЛЬСТВО МОСКОВСКОЙ ОБЛАСТИ,7710342058,,,
403,ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ИМУЩЕСТВА И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ ОРЛОВСКОЙ ОБЛАСТИ,5753004003,,,
404,"ООО ""РАЗРЕЗ ""БЕРЕЗОВСКИЙ""",4223035452,,,
405,МИНСОЦРАЗВИТИЯ МОСКОВСКОЙ ОБЛАСТИ,7714097791,,,
406,ПРАВИТЕЛЬСТВО ОРЛОВСКОЙ ОБЛАСТИ,5753010381,,,
407,ГЛАВНОЕ УПРАВЛЕНИЕ РЕГИОНАЛЬНОЙ БЕЗОПАСНОСТИ МОСКОВСКОЙ ОБЛАСТИ,5029057680,,,
408,"АО ""ДК РЕГИОН""",7708213619,,,
409,"ООО ""УК ПОРТФЕЛЬНЫЕ ИНВЕСТИЦИИ""",7706111837,,,
410,"ООО ""СИСТЕМА ТЕЛЕКОМ АКТИВЫ""",7703732681,,,
411,"ООО ""НИКОН-ИНВЕСТ""",5321121493,,,
412,"АО ""ГК ""ЭТАЛОН""",7814116230,,,
413,"ООО ""УК ДЕМЕТРА-ХОЛДИНГ""",9703074796,,,
414,"ООО ""АПХ ""МИРАТОРГ""",7704669440,,,
415,"АО ""РОСНЕФТЕГАЗ""",7705630445,,,
416,"ООО ""САМОЛЕТ-МСК""",5027298739,,,
417,"ООО ""РСХБ УПРАВЛЕНИЕ АКТИВАМИ""",7704814182,,,
418,"ООО ""УК ""ЧЕРНОГОЛОВКА""",5031126323,,,
419,"ООО ""ГАЗПРОМ ЭНЕРГОХОЛДИНГ""",7703323030,,,
420,"ООО ""ГОРОД-СПУТНИК ""ЮЖНЫЙ""",7813479671,,,
421,"ООО ""СДЕЛАЙ СВОИМИ РУКАМИ СЕВЕРО-ЗАПАД""",7802354624,,,
422,"ООО ""СМАРТКОНТРАКТ""",6154060113,,,
423,МИНОБОРОНЫ РОССИИ,7704252261,,,
424,"ООО ""НИКОН""",5321091489,,,
425,"ООО ""ДЕМЕТРА-ХОЛДИНГ""",7703467183,,,
426,"АО ""ПРОГРЕСС""",4826022365,,,
427,"ООО ""РН-ТРЕЙД""",7804303914,,,
428,"ООО ""МЕРЛИОН ДИСТРИБУЦИЯ""",5024163878,,,
429,"ООО ""ЕАС ХОЛДИНГ""",5044114004,,,
430,"ПАО ""НМТП""",2315004404,,,
431,"АО ""ВБД""",7713085659,,,
432,"ООО ""РМ-ГРУПП""",6674187405,,,
433,"АО ""ТИТАН""",2308201000,,,
434,"ООО ""ТОРГОВЫЙ ДОМ ОЗК""",7708763813,,,
435,"ЗАО АФ ""РЫЛЬСКАЯ""",4620008021,,,
436,"ГУП ""ЦУГИ""",7705059380,,,
437,"АО ""КУБАНСКИЙ БЕКОН""",2360011837,,,
438,"АО ""САНАТОРИЙ ""СЕСТРОРЕЦКИЙ КУРОРТ""",7827003258,,,
439,"ООО ""ИГЧП""",7727297533,,,
440,"ООО ""АПК ""МИХАЙЛОВСКИЙ""",7718548798,,,
441,"ООО ""ПЕРМЬ-ВОСТОК-СЕРВИС""",5904330918,,,
442,"ООО ""МЭК""",7801606237,,,
443,"ООО ""АЕОН ХОЛДИНГ ДЕВЕЛОПМЕНТ""",7704365995,,,
444,"ООО ""СП АКЦЕПТ""",5075004516,,,
445,"ООО ""АГРОТОРГ-ТРЕЙД""",5190184105,,,
446,"ООО ""НОВАПОРТ ИНВЕСТ""",7704355394,,,
447,"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""",8608048498,,,
448,"АО ""НОРИЛЬСКГАЗПРОМ""",2457002628,,,
449,"АО ""ПРОГРЕСС КАПИТАЛ""",4826063675,,,
450,"АО ""ДЦСС""",2536196045,,,
451,"АО ""СТС""",7725808905,,,
452,"ООО ""РИТЭК""",6317130144,,,
453,"ПАО ""АКРОН""",5321029508,,,
454,"ООО ""УК ""СКАЙ ЛЭНД""",7728808029,,,
455,"ООО ""ЦТЕХ""",7838102211,,,
456,"АО СЗ АПСК ""ГУЛЬКЕВИЧСКИЙ""",2329007878,,,
457,"ПАО ""МОЭК""",7720518494,,,
458,"ООО УК ""МЕТАЛЛОИНВЕСТ""",5018108484,,,
459,"ООО ""АККЕРМАНН ЦЕМЕНТ""",5607015014,,,
460,"ООО ""ОДИНЦОВСКАЯ КОНДИТЕРСКАЯ ФАБРИКА""",5032056319,,,
461,"ООО ""ГК ТРИО""",4823037028,,,
462,"ООО ""УМНЫЕ ЗЕРНА""",6154144532,,,
463,"ООО ""БИЗНЕС-РЕСУРС""",5003055021,,,
464,"АО ""ВАСИЛЬЕВСКАЯ ПТИЦЕФАБРИКА""",5809022198,,,
465,"ООО СЗ ""СТРАНА М 4""",9703112579,,,
466,"ООО ""РЕГИОН ФИНАНСОВЫЕ УСЛУГИ""",7706444025,,,
467,"АО ПАНСИОНАТ ""ПРИМОРЬЕ""",2304000550,,,
468,"АО ""ИНВЕСТПРОЕКТ""",5321057664,,,
469,"ООО ""ТД ""ЛАКТИКА""",5321122553,,,
470,"АО ""ЭТАЛОН-ФИНАНС""",7705619586,,,
471,"ООО ""НОРНИКЕЛЬ - ЕРП""",2466199794,,,
472,"ООО ""АЛТУФЬЕВО-ДЕВЕЛОПМЕНТ""",9715391599,,,
473,"АО ""ОЗК""",7708632345,,,
474,"АО ""БАЗИС ИНВЕСТ""",9706022362,,,
475,"АО ""НПФ ""БУДУЩЕЕ""",7707492166,,,
476,"ООО ""ГАЗПРОМ ГАЗОМОТОРНОЕ ТОПЛИВО""",3905078834,,,
477,"ООО ""СЗ ""СТРАНА-ЭТАЛОН""",7203526962,,,
478,"АО ""ФИНАНСОВЫЕ СИСТЕМЫ""",9731065602,,,
479,"МК ""ИНТЕРРОС КАПИТАЛ""",2540265679,,,
480,"ООО ""СД-ФИНАНС""",6685195711,,,
481,"АО ""НСРЗ""",2315007476,,,
482,"ООО ""РСХБ ФИНАНСОВЫЕ УСЛУГИ""",9703154836,,,
483,"ООО СЗ ""ТЕКТА-ОБРУЧЕВА""",9728056742,,,
484,"АО ""ТРАНСНЕФТЬ - ДРУЖБА""",3235002178,,,
485,"ООО ""АЛЕДО""",9714001831,,,
486,"ООО ""СЗ ""САМОЛЕТ-ПОЯРКОВО""",5024204154,,,
487,"ООО ""КОСМОС ОТЕЛЬ ОМСК""",5501265381,,,
488,"ООО ""ЭТАЛОН-РЕГИОНЫ""",9717104144,,,
489,"ООО ""ДМ-ФИНАНС""",9729324419,,,
490,"ФГУП ""ГВСУ ПО СПЕЦИАЛЬНЫМ ОБЪЕКТАМ""",7734003657,,,
491,"ООО ""СЗ ""САМОЛЕТ-ПЯТНИЦКИЕ КВАРТАЛЫ""",9721154042,,,
492,"ООО ""ИНТЕРАКТИВ""",7730261657,,,
493,"ООО ""ПЕПСИКО ХОЛДИНГС""",7705034202,,,
494,"ООО ""ИСЕТ ХОСПИТАЛИТИ""",7720395250,,,
495,"ООО ""УК ""ОЛИМПИК""",7701373483,,,
496,"АО ""ЦКБ ""ЛАЗУРИТ""",5263000105,,,
497,"ООО ""ЭКОТЕХСТРОЙ""",7721614377,,,
498,"ООО ""ПХК ЦСКА""",7703570430,,,
499,"ООО ""ТРАНСНЕФТЬ - БАЛТИКА""",4704041900,,,
500,"АССОЦИАЦИЯ ""ВОСТОК-СЕРВИС""",7721244493,,,
501,"ООО ""ЕАС А + Б""",5044093097,,,
502,"ООО ""ОЗК ТРЕЙДИНГ""",2310170817,,,
503,"АО ""ЛАКТИС""",5321034579,,,
504,"ТОР ""АР МО СЕВЕРСКИЙ РАЙОН""",2348980056,,,
505,"АССОЦИАЦИЯ ""РАДО""",7706460605,,,
506,СОЮЗ ЭКСПОРТЕРОВ ЗЕРНА,7708356494,,,
507,"АО ""РЕГИОН ЭСМ""",7730149408,,,
508,"ООО ""РГ ПАРТНЁР""",7727440092,,,
509,"АО ""РОСГЕО""",7724294887,,,
510,"ООО УК ""ОТКРЫТИЕ""",7705394773,,,
511,"АО ""ААА УПРАВЛЕНИЕ КАПИТАЛОМ""",7722515837,,,
512,"АО ""Р-ФАРМ""",7726311464,,,
513,"ПАО ""СЕЛИГДАР""",1402047184,,,
514,"ООО ""НИК""",4705074873,,,
515,"АО ""ТД ""КОПЕЙКА""",7715582470,,,
516,"ООО ""УК АКЦЕНТР""",7721321839,,,
517,"АО ""РХК""",7726396281,,,
518,"ООО ""РЕНОВА""",9705053872,,,
519,"ООО ""УК ""ДЕЛО""",7706434676,,,
520,"ООО ""УК ""ПРАГМА КАПИТАЛ""",7718581523,,,
521,"ООО ""ТЕХНОНИКОЛЬ-СТРОИТЕЛЬНЫЕ СИСТЕМЫ""",7702521529,,,
522,"ООО ""РЫБАКОВ ХОЛДИНГ""",7714487939,,,
523,"АО ""ГАЗПРОМ ЭНЕРГОСБЫТ ТЮМЕНЬ""",8602067215,,,
524,"АО ""ИКС 5 НЕДВИЖИМОСТЬ""",7816157915,,,
525,"ООО ""РЮРИК""",7736675904,,,
526,"ООО ""НТК""",4705076655,,,
527,ПАО ОМЗ,6663059899,,,
528,"ООО ""ДЕЛОПОРТС""",7706420120,,,
529,"ПАО БАНК ""ФК ОТКРЫТИЕ""",7706092528,,,
530,"ООО ""ТД ЧЕРКИЗОВО""",5032046575,,,
531,"ООО ""РОЛЬФ ХОЛДИНГ""",7713490583,,,
532,"АО ""ЭЛМА""",7735001395,,,
533,"ООО ""ИНФРАСТРУКТУРА ТК""",7734257891,,,
534,"ООО ""АВК ИНВЕСТМЕНТС""",7725495385,,,
535,"ООО ""РТ-КАПИТАЛ""",7704770859,,,
536,"ООО ""КРИОГАЗ""",5001071638,,,
537,"ООО ""СЗ ""ГАЛС-ШОССЕЙНАЯ""",7705930720,,,
538,"ООО ""РЕГИОН ДЕВЕЛОПМЕНТ""",7708227080,,,
539,"ООО ""ГРУППА ОРГСИНТЕЗ""",2124041155,,,
540,"АО ""ГРУППА ОРГСИНТЕЗ""",7727641232,,,
541,"ООО ""БАЗА""",6314005794,,,
542,"ООО ""МАРАТА, 6""",7840086045,,,
543,"ООО ""УНДЫТКАН""",7727480507,,,
544,"АО ""СИБАГРО""",7017012254,,,
545,"АО ""АГРОХОЛДИНГ ""СИБИРЯК""",2456015215,,,
546,"АО ""ЮТЭК""",8601022317,,,
547,"ООО ""УК ""СТРОИТЬ И ЖИТЬ""",7702743560,,,
548,"ПАО ""РОССЕТИ МОСКОВСКИЙ РЕГИОН"", ПАО ""РОССЕТИ МР""",5036065113,,,
549,"АО ""ОТЛК""",7701414235,,,
550,"АО ""ГИПРОРУДА""",7810207888,,,
551,"ООО ""РЕНОВА АКТИВ""",9705015940,,,
552,"ГРУППА ""ВИС"" (АО)",7728355650,,,
553,"АО ""УК ТФГ""",7708168370,,,
554,"ООО ""УК ""АВАНГАРД""",6658424867,,,
555,"ООО ""ФИНПРОЕКТ""",7727526624,,,
556,"ООО ""ЧЕРКИЗОВО-РАСТЕНИЕВОДСТВО""",3664078874,,,
557,"БАНК ""ТРАСТ"" (ПАО)",7831001567,,,
558,"ООО ""ТРАСТ""",7729787276,,,
559,"ООО ""ТРАСТ 3""",9729291675,,,
560,"АО ""НОВОАЛЕКСАНДРОВСКРАЙГАЗ""",2615000552,,,
561,"ЗПИФ долгосрочных прямых инвестиций ""Палитра""",7727528950,,,
562,"ЗПИФ комбинированный ""Атлантис""",7708168370,,,
563,АО ВТБ СПЕЦИАЛИЗИРОВАННЫЙ ДЕПОЗИТАРИЙ,7705110090,,,
564,"ЗПИФ комбинированный ""Олимп""",7703603950,,,
565,"ООО ""СЛАДКАЯ ЖИЗНЬ Н.Н.""",5257041777,,,
566,"ООО ""ЛУКОЙЛ-ЮГНЕФТЕПРОДУКТ""",2309051942,,,
567,"АО ""ТЕВИС""",6320000561,,,
568,"ООО ""КОМПАС ФУДС""",7113015219,,,
569,"ООО ""СИНАРА - ГОРОДСКИЕ ТРАНСПОРТНЫЕ РЕШЕНИЯ""",9709063342,,,
570,"ООО ""РВК-РАЗВИТИЕ""",7730257604,,,
571,"ООО ""ВИС КАПИТАЛ""",4705086068,,,
572,"АО ""ЯЖДК""",8904042048,,,
573,"АО ""КРСУ""",6671326347,,,
574,"АО ""КУДРЯШОВСКОЕ""",5433142195,,,
575,"ООО ""ОТКРЫТИЕ КАПИТАЛ""",9701158264,,,
576,ВЭБ.РФ,7750004150,,,
577,"ООО ""АТОМ-ТОР-НОВОУРАЛЬСК""",6682019450,,,
578,"АО ""АКАДО ХОЛДИНГ""",7726363705,,,
579,"ООО ""СМАРТ СПГ""",9729290230,,,
580,"ООО ""ЛУКОЙЛ-УРАЛНЕФТЕПРОДУКТ""",7453011758,,,
581,"АО ""КРИОГЕНМАШ""",5001000066,,,
582,"АО ""ОМСКОБЛВОДОПРОВОД""",5528022202,,,
583,"ПАО ""КАМАЗ""",1650032058,,,
584,"АО ""ШВАБЕ""",7717671799,,,
585,"ООО ""АРБИКОНДЕ""",7706750512,,,
586,"ООО ""СТФ КОНСАЛТ""",9704150369,,,
587,"АО ""ГРУППА КОМПАНИЙ ""РЕНОВА""",7727526670,,,
588,"ПАО ""РУСОЛОВО""",7706774915,,,
589,"ООО ""ГАЛИЧЛЕС""",4433000086,,,
590,"ООО ""КАРГИЛЛ""",7113502396,,,
591,"ООО ""ВАГРАН""",7707113058,,,
592,"ООО ""ТЕХСЕРВИС""",2338012377,,,
593,"ООО ""ТАУРОВСКИЙ УЧАСТОК""",7719473305,,,
594,"ООО ""АГРОКОМПЛЕКС ""КАМЫШЕВАТСКИЙ""",2361010508,,,
595,"ООО ""ЕДИНЫЙ МЕДИЦИНСКИЙ ЦЕНТР""",7842416531,,,
596,"ООО ""ТИМАНСКИЙ-1""",7714415081,,,
597,"ООО ""ЮГАНСКИЙ 22""",9718075986,,,
598,"ООО ""МИЛЛЕНИАЛ""",7725823822,,,
599,ФГУП ИГИ,7725008497,,,
600,"ООО ""КАЗИНО ФЛАМИНГО""",3664013475,,,
601,"ООО ""ЕРБОГАЧЕНСКИЙ""",9718075601,,,
602,"ООО ""ЛАБИНСКИЙ ЭЛЕВАТОР""",2314025200,,,
603,"ООО ""ПАКО""",7818002353,,,
604,"ООО ""МЕДВЕДЬ-1""",6168047095,,,
605,"ООО ""ТД ""ВЭЛАН""",6164221031,,,
606,"ООО ""ЮГАНСКИЙ 19""",7719434553,,,
607,"ООО ""АЛЬФА""",2338009705,,,
608,"ООО ""СЕВЕРО-МОИМСКОЕ""",7719430968,,,
609,"ФГУП ""ЗАВОД СИНТЕТИЧЕСКИХ ВОЛОКОН ""ЭЛАСТИК""",6225000890,,,
610,"ООО УНПЦ ""ЭКОЛОГИЯ""",1513054740,,,
611,"ООО ""ЛОНГФОРД ИНВЕСТМЕНТС""",7702504869,,,
612,"ООО ""ПУГАЧЁВСКИЙ""",9729134841,,,
613,"ФГУП ГПИ И НИИ ГА ""АЭРОПРОЕКТ""",7712037050,,,
614,"ООО ""АГРОКОМПЛЕКС ""ЕЙСКИЙ""",2361011438,,,
615,"ООО ""АЙКАЕГАНСКОЕ""",7707355353,,,
616,"ООО ""ЮКАТЕКС-ЮГРА""",8606014729,,,
617,"ООО ""БИНШТОКОВСКИЙ""",7722350751,,,
618,"ООО ""ЭДЕЛЬВЕЙС""",7710571080,,,
619,"ООО ""ЮКАТЕКС ОЙЛ""",1106025991,,,
620,"ООО ""ЗАПАДНО-МУЛТАНОВСКИЙ""",7716812415,,,
621,"ООО ""ЮГАНСКИЙ 21""",9701027127,,,
622,"ООО ""РЕГИОН-СЕРВИС""",7813125859,,,
623,"ООО ""АФ ""МОСТОВСКАЯ""",2342019375,,,
624,"ООО ""ЮГ ДЕВЕЛОПМЕНТ""",7726583210,,,
625,"ООО ""ВОСТОЧНО-ТАЛОВЫЙ""",9701086370,,,
626,"ООО АФ ""ОТРАДНЕНСКАЯ""",2372000830,,,
627,"ООО ""АГРОФИРМА ""БУРАКОВСКАЯ""",2335000084,,,
628,"ООО ""НЕБУГ""",6163074296,,,
629,"ООО ""ТАУРОВСКОЕ""",9729156958,,,
630,"ООО ""КМ-ОЙЛ""",7723686779,,,
631,"ООО ""КОМПАНЬОН""",2357007100,,,
632,"ФГУП ""НИИПА""",5010007607,,,
633,"ООО ""МОЛОДЁЖНОЕ""",7718285154,,,
634,"ООО ТД ""КАНЕВСКИЕ КОЛБАСЫ""",2334022416,,,
635,"ООО ""ЮГАНСКИЙ 16""",7718289568,,,
636,"АО ""ЗАРУБЕЖНЕФТЬ""",7701350084,,,
637,"ООО ""МАЛОАТЛЫМСКОЕ""",9715228923,,,
638,"ФГУП ""НИИФООЛИОС ВНЦ ""ГОИ ИМ. С.И. ВАВИЛОВА""",7801031476,,,
639,"ООО ""КУБАНЬАГРО-2010""",2340131928,,,
640,"ООО ""ЕДИНЫЙ МИГРАЦИОННЫЙ ЦЕНТР""",7842421041,,,
641,"ООО ""ИМПУЛЬС""",2340014501,,,
642,"ООО ""БЕЛЫЙ""",9718075552,,,
643,"ООО ""АВАНТАЖ""",2334021317,,,
644,"ООО ТД ЗАО ""ПЗ ""ВОЛЯ""",2334018603,,,
645,"ООО ""ВЭЛАН""",6166081929,,,
646,"ООО ""НОВЫЕ ТЕХНОЛОГИИ""",6163086140,,,
647,"ООО ""ОКТЯБРЬСКОЕ""",7718285073,,,
648,"ООО""ЛАЗУРИТ""",2342019142,,,
649,"ООО НПП ""СИЛИКА""",2505014432,,,
650,"ООО ""БУШКОВСКОЕ""",7709477452,,,
651,"ООО ""АГРОХОЛДИНГ""",2334021412,,,
652,"ООО ""СТК ""ФИНТЕХЛАЙН""",7728235265,,,
653,"ООО ""АБАЗАРОВСКОЕ""",9701020989,,,
654,"ООО ""ИНВЕСТСОВТЕХ""",7710566869,,,
655,"ООО ""РЕНТА ПЛЮС""",6168022630,,,
656,"АО ""РОССПИРТПРОМ""",7730605160,,,
657,"ООО "" АК ПОКРОВСКИЙ """,2362000333,,,
658,"ООО ""ПРОММАШ""",2310183527,,,
659,"ООО ""КУРГАНИНСКАГРО""",2339018075,,,
660,"ООО ""БОРЕЙ""",2340011518,,,
661,"ООО ""КАМЕНСКИЙ""",7708325496,,,
662,"ООО ""ГЛЕДЕН ИНВЕСТ""",7704684952,,,
663,"ФГУП ИЗДАТЕЛЬСТВО ""ТРАНСПОРТ""",7701021121,,,
664,"ООО ""ВЗТМ""",3435084932,,,
665,"ООО ""СЕВЕРО-ШАПКИНСКИЙ""",7707391746,,,
666,"ООО ""КР КУЗНЕЦКИЙ МОСТ""",7707664859,,,
667,"ООО ""УНИВЕРСАЛ""",2338008733,,,
668,"ООО ""АНДОРЭЙ-ИНВЕСТ""",7704563965,,,
669,"ООО ""МЕРИДИАН""",7802451547,,,
670,"ООО ""КОР МЕНЕДЖМЕНТ""",7704418069,,,
671,"ФГУП ""ВНИИХСЗР""",7723013389,,,
672,"ООО ""ВАТИ-АВТО""",3435133516,,,
673,"ООО ""ЮЖНО-УХТИНСКИЙ""",9718075136,,,
674,"ООО ""УДАЧНЫЙ""",7730238866,,,
675,"ООО ""МУЛТАНОВСКИЙ""",7728378545,,,
676,"ООО ""КИРЕНСКИЙ""",7728379041,,,
677,"ООО ""АФ ""УРОЖАЙНАЯ""",2361009220,,,
678,"ООО ""СТАРОЩЕРБИНОВСКИЙ ЭЛЕВАТОР""",2358007495,,,
679,"ООО ""КОЛБАСЫ КУБАНИ""",6168017679,,,
680,"ООО ТД ""СИГМА""",2334026192,,,
681,"ООО ""ЮЖНО-МОИМСКОЕ""",7726361426,,,
682,"ООО ""КОМПАНИЯ ПОЛЯРНОЕ СИЯНИЕ""",8300120014,,,
683,"ООО ""АГЕНТСТВО НЕДВИЖИМОСТИ ""ПОКРОВСКОЕ""",6163084777,,,
684,"ООО ""СЗ ""МАЛАЯ ГРУЗИНСКАЯ, 3.6""",7707802964,,,
685,"ООО ""ГХК БОР""",2505014954,,,
686,"АО ""ПЗЦМ"", АО ""ПРИОКСКИЙ ЗАВОД ЦВЕТНЫХ МЕТАЛЛОВ""",6226006397,,,
687,"ООО ""ВЕКТОР СЕЛИГЕР""",6913016308,,,
688,"ООО "" МЯСОПТИЦЕКОМБИНАТ "" КАНЕВСКОЙ """,2334018875,,,
689,"ООО ""ИЗДАТЕЛЬСТВО НТИ ""СУДОСТРОЕНИЕ""",7840061259,,,
690,"ФГУП ""НАЦРЫБРЕСУРС""",7702252795,,,
691,"ООО ""РЕНТА""",6168912992,,,
692,"ПАО ""ПРОМСВЯЗЬБАНК""",7744000912,,,
693,"АО ""ДОМ.РФ""",7729355614,,,
694,"ООО ""Ш.А.Р.""",2334012841,,,
695,"ООО ""БИЛ""",6161042500,,,
696,"ООО ""КОНЦЕРН ""ПОКРОВСКИЙ""",6163072316,,,
697,"ООО ""АНТАРЕС""",2312122992,,,
698,"ООО ""ПЕРВЕНСТВОТОРГ """,7710692327,,,
699,"ООО ""РАЗВИТИЕ САНКТ-ПЕТЕРБУРГА""",7801460683,,,
700,ООО КАНЕВСКОЙ ТОРГОВЫЙ ДОМ,2334022832,,,
701,"ООО ""ЦХЛС-ВНИХФИ""",7704755586,,,
702,"ООО ""АГРОКОНЦЕРН ПОКРОВСКИЙ""",2334023755,,,
703,"ООО ""ТСЗ""",2334024068,,,
704,"ООО ""АГРО ХОЛДИНГ КАНЕВСКОЙ""",2369001167,,,
705,"ООО ""СЗ ""ЛЕНИНГРАДСКИЙ ПРОСПЕКТ, 37""",7704868050,,,
706,"ООО ""КЛИНЦОВСКИЙ3""",9705106877,,,
707,"ООО ""ТУНАКСКИЙ""",9718076010,,,
708,"ООО ""МАТЮШКИНСКИЙ УЧАСТОК""",7708326429,,,
709,"ООО ""ЗАПАДНО-ТУРЫШЕВСКИЙ""",7714415067,,,
710,"ООО ""ДЖЪЕР-ТЭБУКСКИЙ""",7713446182,,,
711,"ООО ""НГДУ ВОСТОЧНАЯ СИБИРЬ""",7722411958,,,
712,"ООО ""НОВО-ТРУДОВОЙ""",7707394458,,,
713,"АО ""ГИПРОГОР""",7736564746,,,
714,"ООО ""КОМПАНИЯ ""ГАЗ И НЕФТЬ""",7705514128,,,
715,"НИЦ ""КУРЧАТОВСКИЙ ИНСТИТУТ"" - ВИАМ",7701024933,,,
716,"ФГУП ""РОСМОРПОРТ""",7702352454,,,
717,"ООО ""СОВИНТРАНС""",7703365382,,,
718,"ООО ""АГРОФИРМА НОВО-ПОКРОВСКАЯ""",6163068912,,,
719,"ООО ""МАТЮШКИНСКАЯ ВЕРТИКАЛЬ""",7022013359,,,
720,"ООО ""КОНТИНЕНТ""",7706610360,,,
721,"ООО ""ХОРТИЦА""",7801413595,,,
722,"ООО ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ПОКРОВСКИЙ""",6163085146,,,
723,"ООО ""БИЗНЕС-ЦЕНТР ""САЛЮТ""",7707629251,,,
724,"ООО ТД ""СТАРАЯ ДЕРЕВНЯ""",2334022423,,,
725,"ООО ""ФОРМУЛА""",2347015085,,,
726,"ООО ""УК ""ВОЛЯ""",2334025181,,,
727,"ООО ""РЫБАЛОВСКОЕ""",7723418868,,,
728,"ООО ""ЮЖНО-ИРАЕЛЬСКИЙ""",9709009560,,,
729,"ООО ""ЗАПАДНО-ЛАВОЯЖСКИЙ""",9729136422,,,
730,"ООО ""НГДУ ПРИВОЛЖСКИЙ""",7722412895,,,
731,"ООО ""КОЛОДКА-КОМПОЗИТ""",6683014092,,,
732,"ООО ""БУЗУЛУКСКИЙ""",7708335776,,,
733,"АО ""НЦ ВОСТНИИ""",4205143102,,,
734,ГП КС,7725027605,,,
735,"ФГУП ""ПАНСИОНАТ ИСКРА""",5038029142,,,
736,"ДП ""ООО ТД ""ПОБЕДА""",2334018561,,,
737,"ООО ""МОСГОРМАШ""",7709679642,,,
738,"ООО ""АГРОФИРМА ""ПРИАЗОВЬЕ""",2334020440,,,
739,"ООО ""АГРОКОМПЛЕКС ""КАНЕВСКОЙ БЕКОН""",2334022649,,,
740,"ООО ТД ""ВОЛЬНАЯ СТАНИЦА""",2334023321,,,
741,"ООО ""ПРИАЗОВЬЕ""",2334023868,,,
742,"ООО ""БЕСТ""",6141042212,,,
743,"ООО АФ ""РАССВЕТ""",2314025835,,,
744,"ООО ""ДРИМНЕФТЬ""",7701996625,,,
745,"ООО ""МАРКОР""",2336024391,,,
746,"ООО ""ЛИГА ПАРК""",6163141714,,,
747,"ООО ""ЮГАНСКИЙ 18""",7722349749,,,
748,"ООО ""СЕВЕРО-АЙКУРУССКИЙ""",7725301417,,,
749,"ООО ""САМАРА-САКМАРСКИЙ""",9729132932,,,
