,Название,ИНН,Адрес,ОКВЭД,Деятельность
750,"ООО ""ЮЖНОВЛАДИГОРСКИЙ""",7708325626,,,
751,"ООО ""ИЧИКТА""",7708326066,,,
752,"ООО ""ЛУГОВОЕ""",7728379027,,,
753,"ООО ""МАЙОРСКОЕ""",9718076757,,,
754,"ООО ""УЧАСТОК №1""",7713446190,,,
755,"ООО ""СОКОЛОВСКОЕ""",9701092239,,,
756,"ООО ""ФОРУМ""",7714418491,,,
757,"АО ""ИНСТИТУТ ""ЭНЕРГОСЕТЬПРОЕКТ""",7719167509,,,
758,ФГУП ГОСНИИ ГА,7712039709,,,
759,"ООО ""ФИНПРОМ""",6165093262,,,
760,"ООО ""БИЗНЕС ФИНАНС""",7727508400,,,
761,"ООО ""ЕВРОСТРОЙКОМПЛЕКС""",7704530247,,,
762,"ООО ""КАНЕВСКОЙ ЭЛЕВАТОР""",2353019916,,,
763,"ООО ""ПРОМГАЗЭНЕРГО""",7733652666,,,
764,"ООО""ЛИМАНСКОЕ""",2361007350,,,
765,"ООО ""АГРОФИРМА ""НОВОЩЕРБИНОВСКАЯ""",2361007343,,,
766,"ООО ""АГРОФИРМА ""ДОЛЖАНСКАЯ""",2361007375,,,
767,"ООО ТД ""КОНЦЕРН ""ПОКРОВСКИЙ""",2334023970,,,
768,"ООО ""АЙТЭМС""",6141042163,,,
769,"ООО ""АПП ""РОДИНА""",2314025592,,,
770,"ООО ""МТ""",6163125423,,,
771,"ООО ""АГРО-ЭКСПЕРТ""",6163129234,,,
772,"ООО ""СКВАЖИНЫ СУРГУТА""",8602204165,,,
773,"ООО ""УК ""ПОБЕДА""",2334025199,,,
774,"ООО ""СЕВЕРО-МОЛОДЁЖНОЕ""",7718285161,,,
775,"ООО ""АЙ-КУРУССКИЙ""",7743134286,,,
776,"ООО ""КАЗАРКИНСКИЙ ВОСТОЧНЫЙ""",7708325640,,,
777,"ООО ""ИЧЕРСКИЙ ЮЖНЫЙ""",9718075489,,,
778,"ООО ""УСБК""",7713446672,,,
779,"ООО ""СИТИ-БОКС МАГИСТРАЛЬНЫЙ""",7714451805,,,
780,"ООО ""СТАРОТЕПЛОВСКИЙ""",7713470442,,,
781,"ООО ""ПРИЛЕНСКИЙ""",9723118018,,,
782,"ООО ""МОКТАКОНСКИЙ""",9723118628,,,
783,"ООО ""ТЕРИБЕРКА ПРОЕКТ""",5105014240,,,
784,"ООО ""БОЛЬШЕЮГАНСКИЙ""",9723124220,,,
785,"ООО ""ГАРМОНИЯ ХОЛДИНГ""",5047255733,,,
786,"ООО ""ТЕМАК-ИНЖИНИРИНГ""",7606125240,,,
787,"ООО ""ФУДМАРКЕТ""",9704102238,,,
788,"ООО ""ЛЬВА ТОЛСТОГО, Д. 14""",9704102220,,,
789,"ООО ""ТРЕЙД МАРК КОМПАНИ""",9704135233,,,
790,"ООО ""ЧЕГЕТ""",9704138474,,,
791,"ООО ""СВОЕ ЗЕРНО""",2363002189,,,
792,"ООО ""ПРОЕКТ БЕЛОКУРИХА ГОРНАЯ""",2203004861,,,
793,"ФГУП ""ПО ""МАЯК""",7422000795,,,
794,"ФГУП ""ПСЗ""; ФГУП ""ПРИБОРОСТРОИТЕЛЬНЫЙ ЗАВОД""",7405000428,,,
795,"ФГУП ""НИТИ ИМ. А.П. АЛЕКСАНДРОВА""",4714000067,,,
796,"ФГУП ""ФЭО""",4714004270,,,
797,"ФГУП ""КОМБИНАТ ""ЭЛЕКТРОХИМПРИБОР""",6630002336,,,
798,АО АСЭ,7701186067,,,
799,"ФГУП ""ГХК""",2452000401,,,
800,"ФГУП ""ВНИИА""",7707074137,,,
801,"АССОЦИАЦИЯ ""Я-ПРОФЕССИОНАЛ""",9701121916,,,
802,"АО ""АРКТИКГАЗ""",8904002359,,,
803,"ООО ""МЕРЕТОЯХАНЕФТЕГАЗ""",8903034220,,,
804,"АО ""УК ""КУЗБАССРАЗРЕЗУГОЛЬ""",4205049090,,,
805,"ООО ""ТМХ-ЭНЕРГЕТИЧЕСКИЕ РЕШЕНИЯ""",9704036610,,,
806,"АО ""ЦИФРОВЫЕ ПЛАТФОРМЫ И РЕШЕНИЯ УМНОГО ГОРОДА""",9706002422,,,
807,"ООО ""ТЕЛЕКОМ-5""",7704313732,,,
808,"ООО ""СМ МЕНЕДЖМЕНТ""",9713003586,,,
809,"ООО ""ХОЛДИНГ ТРАНСКОМПОНЕНТ""",7708799016,,,
810,"ООО ""АКВА ИНВЕСТ""",7725389450,,,
811,АССОЦИАЦИЯ БОЛЬШИХ ДАННЫХ,7707421454,,,
812,"ООО ""ЭНЕРГОДРАЙВ""",9725091234,,,
813,"ООО ""МЕДИА СЕРВИС""",3123287655,,,
814,"АО ""КАВКАЗ.РФ""",2632100740,,,
815,"ООО ""ЭЛТК УРАЛ""",6686106792,,,
816,"СОЮЗ ""НМП""",7706414648,,,
817,"АНО ""ПРО"", АНО ""ПЛАТФОРМА ПРЕДПРИНИМАТЕЛЕЙ""",9705135074,,,
818,"ООО ""ЭЛ.АЙ.СИ""",7709126574,,,
819,"ООО ""АТИ""",7706806518,,,
820,"АО ""ДРАГА""",7704011964,,,
821,"ООО ""ГАЗПРОМНЕФТЬ-САХАЛИН""",6501115388,,,
822,"ООО ""АГРОТОРГ""",7825706086,,,
823,"ООО ""ВИКТОРИЯ БАЛТИЯ""",3905069220,,,
824,"ООО ""НСК""",7731331850,,,
825,"ООО ""ЭЛИОН""",7703504269,,,
826,"ООО ""КРИОГАЗ-ВЫСОЦК""",7728863750,,,
827,"ОАО ""ЯМАЛ СПГ""",7709602713,,,
828,"ООО ""ХОППИ ЮНИОН""",7802831436,,,
829,"ООО ""СП ПОРТОВАЯ""",7814828029,,,
830,"ООО СК ""ГАЗПРОМ СТРАХОВАНИЕ""",7702263726,,,
831,"ООО ""АЭРОПОРТ ГЕЛЕНДЖИК""",2304072434,,,
832,"АО ""ТК ""МЕГАПОЛИС""",5003052454,,,
833,"АО ""СЗ""",9106001900,,,
834,"ООО ""ПРОФИНДУСТРИЯ-ЦЕНТР""",7709629271,,,
835,"ООО ""РКЗ-ТАВР""",6165079035,,,
836,"ООО ""ЗОЛОТОВСКОЕ""",6132007148,,,
837,"ООО ""ФОРВАРД +""",6166039518,,,
838,"ООО ""АПК ""21 ВЕК""",6101034399,,,
839,"ООО ""МКЦ-ДЕВЕЛОПМЕНТ""",6163082392,,,
840,"ООО "" КРАСНОАРМЕЙСКАЯ""",6163227746,,,
841,"АО ""ПЕРЕСЛАВЛЬ-ТАБАК""",6163133897,,,
842,"ООО ""НАНСЕНА""",6163227880,,,
843,"ООО ""ГАЗПРОМ ДОБЫЧА УРЕНГОЙ""",8904034784,,,
844,"ООО ""ГАЗПРОМ ДОБЫЧА КРАСНОДАР""",2308065678,,,
845,"АО ""АЭРОПОРТ ТОЛМАЧЕВО""",5448100208,,,
846,"ООО ""АБС МАГАДАН""",9705149704,,,
847,"ООО ""АБС ОРЕНБУРГ""",9705156807,,,
848,"АО ""УРАНИУМ УАН ГРУП""",7706641432,,,
849,"АО ""КОНЦЕРН РОСЭНЕРГОАТОМ""",7721632827,,,
850,"ООО ""РР-ЭНЕРГИЯ""",7726704313,,,
851,"ООО ""ЛИДЕР КОНСОРЦИУМА ""МЦИ МБИР""",7726447190,,,
852,"ООО ""СТАРТАП-СТУДИЯ УРФУ""",6670512407,,,
853,"ООО ""ЦНН""",1327015600,,,
854,"ФГАОУ ВО ""ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ"", ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ, ФГАОУ ВО ДВФУ, ДВФУ",2536014538,,,
855,"Комбинированный ЗПИФ ""ЮД3""",7703603950,,,
856,"ЗПИФ недвижимости ""ЛогистикИнвест""",7703603950,,,
857,"ЗПИФ Недвижимости ""МАРТ РИЭЛТИ""",7703603950,,,
858,"Комбинированный ЗПИФ ""Московский инвестиционный дом""",7703603950,,,
859,"Комбинированный ЗПИФ ""МР ВЕРЕЙСКАЯ 1""",7703603950,,,
860,"ФЛ ПАО ""РУСГИДРО"" - ""ЗАГОРСКАЯ ГАЭС""",2460066195,,,
861,"АО ""ГАЗПРОМНЕФТЬ-АЭРО НОВОСИБИРСК""",5448106217,,,
862,"АО ""ИМЗ"", АО ""ИЖЕВСКИЙ МЕХАНИЧЕСКИЙ ЗАВОД""",1841030037,,,
863,"АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК""",7728029110,,,
864,"АО ""ВОЛЖСКИЙ ОРГСИНТЕЗ""",3435900563,,,
865,"АО ""САНАТОРИЙ ""САРАНСКИЙ""",1326015170,,,
866,"АО ""АТОМРЕДМЕТЗОЛОТО""",7706016076,,,
867,"ООО ""НН ТЕХНИЧЕСКИЕ СЕРВИСЫ""",2457063268,,,
868,"ГБУ РМ ""ЦЕНТР КАДАСТРОВОЙ ОЦЕНКИ""",1325031067,,,
869,"ООО ""ИЦ ""ГАЗОТУРБИННЫЕ ТЕХНОЛОГИИ""",7725787250,,,
870,"ООО ""ГАЗПРОМНЕФТЬ - АЭРО ТОМСК""",7014050043,,,
871,"АО ""УУК""",6670175818,,,
872,"АО ""КРК ""УРАЛЕЦ""",6659101594,,,
873,"ООО ""ЛИТЭКО""",7751218998,,,
874,"ООО ""ОПЕРАТОР ЭЛЕКТРОДВИЖЕНИЯ""",9728049431,,,
875,"ООО ""НЕВСКАЯ ТРУБОПРОВОДНАЯ КОМПАНИЯ""",4707029837,,,
876,"ООО ""ДНС РИТЕЙЛ""",2540167061,,,
877,"ООО ""РОНДА""",2540044905,,,
878,"ФГУП ""ЗАВОД ИМЕНИ МОРОЗОВА""",4703009607,,,
879,"ООО ""ТЗК ВОЛГА""",3444264875,,,
880,"АО ""РКР""",6164306077,,,
881,"АО ""АЛМАЗ""",6166055693,,,
882,"ООО ""УТИНЫЙ ОСТРОВ""",6128003983,,,
883,"ООО ""ГАЗПРОМ МЕЖРЕГИОНГАЗ РОСТОВ-НА-ДОНУ""",6167049710,,,
884,"ПАО ""ГРАНИТ""",6152000817,,,
885,"ОАО ""АЭРОПОРТ РОСТОВ-НА-ДОНУ""",6166011054,,,
886,СОЮЗ НЕЗАВИСИМЫХ СЕТЕЙ,7709440004,,,
887,"ООО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ГРОЗНЫЙ""",2016005294,,,
888,"ООО ""ГАЗПРОМ ДОБЫЧА ЯМБУРГ""",8904034777,,,
889,"ООО ""ГАЗПРОМНЕФТЬ-ХАНТОС""",8618006063,,,
890,"ООО ""ГАЗПРОМНЕФТЬ-ЯМАЛ""",8901001822,,,
891,"АО ""НОВОЧЕРКАССКГОРГАЗ""",6150009405,,,
892,"АО ""СИСТЕМА-ИНВЕСТ""",7704563362,,,
893,"ПАО ""МТС""",7740000076,,,
894,"ПАО ""М.ВИДЕО""",7707602010,,,
895,"ООО ""СВК ФОНД""",7702399621,,,
896,"ООО ""НОВАТЭК-УСТЬ-ЛУГА""",4707026057,,,
897,"КСК ""НОРД"" ООО ""ГАЗПРОМ ТРАНСГАЗ ЮГОРСК""",8622000931,,,
898,"АО ""МЕЖДУНАРОДНЫЙ АЭРОПОРТ ""ВНУКОВО""",7710404473,,,
899,"ПАО НК ""РУССНЕФТЬ""",7717133960,,,
900,"ОПИФ акций ""АГАНА-Нефтегаз""",7706219982,,,
901,"ЗПИФ комбинированный ""Базис - Долгострочные инвестиции""",7704366195,,,
902,"ЗПИФ долгосрочных прямых инвестиций ""Перспективные проекты""",7704366195,,,
903,"ЗПИФ комбинированный ""Базис Риэлти""",7704366195,,,
904,"ОПИФ акций ""АГАНА-Экстрим""",7706219982,,,
905,"ЗПИФ прямых инвестиций ""Долгосрочные инвестиции - Петровский остров""",7727528950,,,
906,"ОПИФ облигаций ""АГАНА - Консервативный""",7706219982,,,
907,"ЗПИФ комбинированный ""ТехнополисДжиЭс""",3906328893,,,
908,"ЗПИФ комбинированный ""Янтарный""",3906328893,,,
909,"ОПИФ индексный ""АГАНА-Индекс ММВБ""",7706219982,,,
910,"ОПИФ смешанных инвестиций ""АГАНА - Молодежный""",7706219982,,,
911,"ОПИФ рыночных финансовых инструментов ""Ценные бумаги зарубежной недвижимости""",7727528950,,,
912,"ЗПИФ комбинированный ""Региональные инвестиционные проекты""",7706219982,,,
913,"ЗПИФ ""ПИК Ритейл 5""",7727528950,,,
914,"ЗПИФ недвижимости ""Радиант""",7727528950,,,
915,"ЗПИФ ""ПИК Ритейл 4""",7727528950,,,
916,"ООО ""СФО СИТИ ИНВЕСТ 3""",9702045697,,,
917,"ООО ""СФО СИТИ ИНВЕСТ 2""",9702045672,,,
918,"АО ""ТРИНФИКО ХОЛДИНГС""",7702330901,,,
919,"ООО ""СФО СИТИ ИНВЕСТ""",9702039887,,,
920,"АО ""СФО СИТИ ИНВЕСТ 6""",9702045087,,,
921,"АО ""СФО СИТИ ИНВЕСТ 7""",9702045094,,,
922,"АО ""СФО СИТИ ИНВЕСТ 9""",9702045129,,,
923,"АО ""СФО СИТИ ИНВЕСТ 8""",9702045111,,,
924,"ООО ""СФО РАЗВИТИЯ БАЗОВЫХ ОТРАСЛЕЙ ПРОМЫШЛЕННОСТИ""",9702043604,,,
925,"ООО ""ЛИКАРД""",3444197347,,,
926,"ООО ""ЛУКОЙЛ-НИЖНЕВОЛЖСКНЕФТЬ""",3444070534,,,
927,"АО УК ""ДЖЕНЕРАЛ КЭПИТАЛ""",7709811202,,,
928,"ООО ""АЛЬФА-М""",7743931676,,,
929,"ООО ""ПБД""",9705143325,,,
930,"ПАО ""ГАЗ-СЕРВИС""",7726510741,,,
931,"АО ""ОНИИП""",5506218498,,,
932,"АО ""ЦНИИ ""ЭЛЕКТРОНИКА""",7729033871,,,
933,"НАО ""ЦЕНТР ""ОМЕГА""",2309102040,,,
934,"ООО ""КУБАНЬТРАНССЕРВИС""",2315186659,,,
935,"НАО ""КУБАНЬГАЗИФИКАЦИЯ""",2308138460,,,
936,"ООО ПХ ""ЮБИЛЕЙНОЕ""",2364011637,,,
937,АДМИНИСТРАЦИЯ КРАСНОДАРСКОГО КРАЯ,2308038402,,,
938,"АО ""СОЛНЕЧНЫЙ ВЕТЕР""",3702736140,,,
939,"ПАО ""МЭСС""",7705654189,,,
940,"АО ""НПФ ""БЛАГОСОСТОЯНИЕ""",7707424367,,,
941,"ООО ""РТ-ЭТ""",7729667652,,,
942,"АО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ЧЕЛЯБИНСК""",7453128989,,,
943,"ООО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ ТОМСК""",7017203428,,,
944,"ООО ""ГАЗПРОМ МЕЖРЕГИОНГАЗ КРАСНОДАР""",2308070396,,,
945,"ООО ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ГРАД ВЕРЕЙСКАЯ""",9721076179,,,
946,"ООО ""ЭСЭФАЙ ТРЕЙДИНГ""",9705172541,,,
947,"ООО ""ОН-МЕДИА""",7730512340,,,
948,"ООО ""ИНФИНИТИ""",7731531602,,,
949,"ООО ""НОВАТЭК-ЮРХАРОВНЕФТЕГАЗ""",8903021599,,,
950,"ООО ""ХЕВЕЛ""",2124030957,,,
951,"НП ""НИТР""",7715530908,,,
952,ФОНД КУЛЬТУРЫ И ЗАЩИТЫ ИНТЕЛЛЕКТУАЛЬНОЙ СОБСТВЕННОСТИ,7705517087,,,
953,"ООО "" ГАЗЭКС-МЕНЕДЖМЕНТ """,6626013286,,,
954,"АО ""ЦЕНТРИНФОРМ""",7841051711,,,
955,"ОП ГРС ""Кириллов"" ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""",1102024468,,,
956,"ООО ""РЕДАКЦИЯ ГАЗЕТЫ ""ВОСХОД""",2323030542,,,
957,"ООО ""ГЛОНАСС БДД""",1615013951,,,
958,"ООО ""БЭСТ ПРАЙС""",5047085094,,,
959,"АО ""КИНОСТУДИЯ ИМ. М. ГОРЬКОГО""",7717149198,,,
960,"АО ""УТЦ-АВИА-22""",5040016711,,,
961,"ГОСКОРПОРАЦИЯ ""РОСКОСМОС""",7702388027,,,
962,"АО""ЭЛС""",6724007210,,,
963,"АО ""ЛЕНФИЛЬМ""",7813200545,,,
964,"ОАО ""СМЗ""",5919470019,,,
965,"АО ""КИНЕШЕМСКАЯ ГЭС""",3703015172,,,
966,"АО ""ПЕРВЫЙ КАНАЛ""",7717039300,,,
967,"ПАО ""ОАК""",7708619320,,,
968,"ООО ""РТ-РАЗВИТИЕ БИЗНЕСА""",7704861136,,,
969,"АО САНАТОРИЙ ""ЗЕЛЕНАЯ РОЩА""",2319009266,,,
970,"АО ""МОСМЕТРОСТРОЙ""",7710068052,,,
971,"КП ""УГС""",7719272800,,,
972,"АО ""ЕЭТП""",7707704692,,,
973,"АО ""МОСКОВСКАЯ АПТЕКА""",7705681721,,,
974,"АО ""ИНЭК""",5000001074,,,
975,"АО ""ФПК""",7708709686,,,
976,"АО ""МТ ППК""",6950104591,,,
977,"ООО ""АЭРОЭКСПРЕСС""",5047066172,,,
978,"АО ""СОДРУЖЕСТВО""",1655182480,,,
979,"ООО ""ДОЛИНА""",7730618963,,,
980,"ООО ""РЕЧНИКОВ ИНВЕСТ""",7725682120,,,
981,"ООО ""ПРИОРИТЕТ""",7727828921,,,
982,"ООО ""ПЕРСПЕКТИВА ПЛЮС""",7731369614,,,
983,"ООО ""УПРАВЛЕНИЕ АКТИВАМИ""",1655061006,,,
984,"АО ""ТРК ""НОВЫЙ ВЕК""",1653021456,,,
985,"ООО ""СИБУР-ИНВЕСТ""",1674004973,,,
986,"АО ""КОСМОС ОГ""",9717146987,,,
987,"ООО ""ТПУ ""ХОДЫНСКОЕ ПОЛЕ""",9701021781,,,
988,"ООО ""ТПУ ""КРАСНЫЙ СТРОИТЕЛЬ""",9701041266,,,
989,"АО ""СОВ - НКНХ""",1651052730,,,
990,"ООО ""КНГК""",3015069280,,,
991,"ООО ""РН-РАЗВЕДКА И ДОБЫЧА""",2322026840,,,
992,"ООО ""НПП ""НЕФТЕХИМИЯ""",7723332561,,,
993,"ООО ""БИАКСПЛЕН""",5244013331,,,
994,"АО ""ЕВРАЗ ВАНАДИЙ ТУЛА""",7105008754,,,
995,"АССОЦИАЦИЯ ""НП СОВЕТ РЫНКА""",7705429930,,,
996,"ООО ""СИНАРАСТРОЙМОНТАЖ""",6685186386,,,
997,"ФЛ ПАО ""РОССЕТИ ЦЕНТР"" - ""КОСТРОМАЭНЕРГО""",6901067107,,,
998,"АО ""САНАТОРИЙ ""ЭНЕРГЕТИК""",6820019240,,,
999,"ГУП МО ""ЛЕОНОВСКОЕ""",5005001600,,,
1000,"ГУП МО ""КС МО""",5034065171,,,
1001,"АО ""ТНХИ-Х""",1653010285,,,
1002,"АО ""ОРСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД""",5613000880,,,
1003,"АО ""НСК""",9703019883,,,
1004,"ООО ""ЛТЛЗ""",7709460949,,,
1005,"ООО ""ЮКОРТ""",8619007581,,,
1006,"ООО ""СЗ ""ЛЕГИС""",7730618956,,,
1007,"ООО ""ХОЛДИНГОВАЯ КОМПАНИЯ ""ДОМИНАНТА""",7708780174,,,
1008,"АО ""ГСК ""ЮГОРИЯ""",8601023568,,,
1009,"АО ""АПТЕКА КАМЕЛИЯ""",7724211305,,,
1010,"ООО ""РКС-БУЛАТНИКОВО""",5032335030,,,
1011,"ООО ""РКС-НАХАБИНО""",9731102195,,,
1012,"ООО ""ПАЛАКАРТ""",7727603269,,,
1013,"ООО ""ЗМР""",6623012911,,,
1014,"ООО ""КРЦ ""ЭФКО - КАСКАД""",3122503751,,,
1015,"АО ""НИЖНЕВАРТОВСКНИПИНЕФТЬ""",8603087486,,,
1016,"ООО ""СВК ФОНД 1""",9702016047,,,
1017,"ООО ""МЕДИА-ТЕЛЕКОМ""",9705119202,,,
1018,"ООО ""АРТ ПИКЧЕРС СТУДИЯ""",7704547890,,,
1019,"ООО ""РОСТЕЛЕКОМ - РОЗНИЧНЫЕ СИСТЕМЫ""",7840306212,,,
1020,"ООО ""ОЗОН ХОЛДИНГ""",7743181857,,,
1021,"ООО ""РУШ""",5032269645,,,
1022,"ООО ""ССН МСК""",9702029381,,,
1023,"ООО ""РТК ИБ""",7704356648,,,
1024,"ООО ""СПУТНИК - УПРАВЛЕНИЕ АКТИВАМИ НТИ""",7714497327,,,
1025,"ООО ""ТОЛЬЯТТИ ИНВЕСТ""",6320073753,,,
1026,"АО ""РЭТ""",7610093697,,,
1027,"ООО ""РТК-ЦРИ""",7704356373,,,
1028,"АО ""РЫНОЧНЫЙ КОМПЛЕКС ""ЦАРИЦЫНСКИЙ""",7724561282,,,
1029,"ООО ""НГКЦ""",7706788160,,,
1030,"ООО ""ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ""",7728720448,,,
1031,"ООО ""ИНВЕСТ-ОЙЛ""",5029065916,,,
1032,"ООО ""ГАРМОНИЯ""",9704033697,,,
1033,"АО ""РАДИОПРИБОР""",1659034109,,,
1034,"ООО СЗ ""ПАРИТЕТ""",9705093145,,,
1035,"ОБП ""СОЛАР СЕКЬЮРИТИ - САМАРА"" ООО ""СОЛАР СЕКЬЮРИТИ""",7718099790,,,
1036,"ООО ""ИНТЕСМО""",3448049540,,,
1037,"ООО ""АЛЬБИОН-2002""",5257056036,,,
1038,ДЕПАРТАМЕНТ ИМУЩЕСТВЕННЫХ ОТНОШЕНИЙ,7201000204,,,
1039,"АО ""МИКРОН""",7735007358,,,
1040,"АО ""КОМСОМОЛЬСКИЙ""",7704876326,,,
1041,"АО ""ТОРГОВО-СЕРВИСНЫЙ ЦЕНТР СЕВЕР""",7205003326,,,
1042,"ООО ""РЕЙЛ СЕРВИС""",9709024417,,,
1043,"АО ""ФК ""ЛОКОМОТИВ""",7718200111,,,
1044,"АО ""МОСКАПСТРОЙ-ТН""",7710891185,,,
1045,"АО ""ЦЭУ""",9722010773,,,
1046,"АО ""МОСОБЛГАЗ""",5032292612,,,
1047,"ООО ""НКНП""",5603042916,,,
1048,"ООО ""МПК""",7705935951,,,
1049,"ООО ""МОСОБЛЕИРЦ""",5037008735,,,
1050,"АО ""РПМ""",4029032450,,,
1051,"АО ""СПБМТСБ""",7840389730,,,
1052,"ООО ""ВИЭЙ ФАРМА""",7814688702,,,
1053,"ООО ""ЦТЖД""",7838100750,,,
1054,МИНИМУЩЕСТВО ОМСКОЙ ОБЛАСТИ,5503079101,,,
1055,"ООО ""УК ВЛП""",3525266729,,,
1056,ФИЦ БИОТЕХНОЛОГИИ РАН,7725030284,,,
1057,"ООО ""ПАЛЛАДА""",7224083870,,,
1058,"ООО ""ЦИФРОВЫЕ АКТИВЫ""",7736256452,,,
1059,МИНЗДРАВ РОССИИ,7707778246,,,
1060,"ГБУЗ ТО ""ОБСМЭ""",7203058175,,,
1061,"АО ""НИИСИСТЕМ""",5408223443,,,
1062,"АО ""ПОЧТА РОССИИ""",7724490000,,,
1063,"ЗПИФ комбинированный ""Кронос""",7706651991,,,
1064,"ЗПИФ долгосрочных прямых инвестиций ""Фейрглайд - Прямые инвестиции""",7715648191,,,
1065,"ОПИФ рыночных финансовых инструментов ""Мировые рынки""",7825680984,,,
1066,"ЗПИФ недвижимости ""Проектный капитал""",2309084747,,,
1067,"ОПИФ рыночных финансовых инструментов ""СТОИК - Нефть и Газ""",7825481139,,,
1068,"ЗПИФ комбинированный ""ТРАСТ""",7706651991,,,
1069,"ЗПИФ ""Стратегический""",7701140866,,,
1070,"ЗПИФ недвижимости ""Южный капитал""",2309084747,,,
1071,"ИПИФ акций ""ОПЛОТ - Металлургия""",7825481139,,,
1072,"ЗПИФ комбинированный ""РВМ Новосаратовка-Девелопмент""",7722563196,,,
1073,"ЗПИФ комбинированный ""Жилая недвижимость""",7704366195,,,
1074,"ОПИФ рыночных финансовых инструментов ""Сберегательный""",7825680984,,,
1075,"ОПИФ рыночных финансовых инструментов ""Титан""",7825481139,,,
1076,"ЗПИФ недвижимости ""Солнечный город""",7715648191,,,
1077,"ЗПИФ недвижимости ""Флагман""",2309084747,,,
1078,"ЗПИФ недвижимости ""Анапский капитал""",2309084747,,,
1079,"ЗПИФ рентный ""Аграрный""",5029144685,,,
1080,"ЗПИФ недвижимости ""Первобанк - Недвижимость""",7718218817,,,
1081,"ЗПИФ недвижимости ""Траст Девелопмент Второй""",9715010155,,,
1082,"ОПИФ рыночных финансовых инструментов ""Сбалансированный"".",7825680984,,,
1083,"ОПИФ рыночных финансовых инструментов ""Финансист""",7825481139,,,
1084,"ОПИФ рыночных финансовых инструментов ""СТОИК""",7825481139,,,
1085,"ЗПИФ НЕДВИЖИМОСТИ ""ПОКРОВСКИЙ""",2309084747,,,
1086,"ЗПИФ КОМБИНИРОВАННЫЙ ""ЕВРОПЕЙСКИЕ ПРЕДМЕСТЬЯ""",7806138649,,,
1087,"ЗПИ комбинированный фонд ""Центральный""",7701140866,,,
1088,"ЗПИФ рентный ""Коммерческая недвижимость""",6316130695,,,
1089,"ЗПИФ недвижимости ""БизнесЭстейт""",7703523568,,,
1090,"ЗПИФ кредитный ""Кубанский капитал""",2309084747,,,
1091,"Рентный ЗПИФ ""Земельные ресурсы""",7718218817,,,
1092,"ЗПИФ недвижимости ""Квадратный метр""",5029144685,,,
1093,"ОПИФ акций ""ОПЛОТ - Альтернативная энергетика""",7825481139,,,
1094,"ЗПИФ недвижимости ""Екатерининский""",2309084747,,,
1095,"ЗПИ хедж-фонд ""3Д - КИНО""",7710183778,,,
1096,"ЗПИФ недвижимости ""Кольчуга""",7715648191,,,
